name,colorIdentity,colors,convertedManaCost,edhrecRank,keywords,power,subtypes,text,types
Aethergeode Miner,['W'],['W'],2.0,14334.0,nan,3,"['Dwarf', 'Scout']","Whenever Aethergeode Miner attacks, you get {E}{E} (two energy counters).
Pay {E}{E}: Exile Aethergeode Miner, then return it to the battlefield under its owner's control.",['Creature']
Aetherling,['U'],['U'],6.0,9071.0,nan,4,['Shapeshifter'],"{U}: Exile Aetherling. Return it to the battlefield under its owner's control at the beginning of the next end step.
{U}: Aetherling can't be blocked this turn.
{1}: Aetherling gets +1/-1 until end of turn.
{1}: Aetherling gets -1/+1 until end of turn.",['Creature']
Aethermage's Touch,"['U', 'W']","['U', 'W']",4.0,12790.0,nan,,[],"Reveal the top four cards of your library. You may put a creature card from among them onto the battlefield. It gains ""At the beginning of your end step, return this creature to its owner's hand."" Then put the rest of the cards revealed this way on the bottom of your library in any order.",['Instant']
Aetherplasm,['U'],['U'],4.0,14156.0,nan,1,['Illusion'],"Whenever Aetherplasm blocks a creature, you may return Aetherplasm to its owner's hand. If you do, you may put a creature card from your hand onto the battlefield blocking that creature.",['Creature']
Aethersphere Harvester,[],[],3.0,8249.0,"['Crew', 'Flying']",3,['Vehicle'],"Flying
When Aethersphere Harvester enters the battlefield, you get {E}{E} (two energy counters).
Pay {E}: Aethersphere Harvester gains lifelink until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",['Artifact']
Aethersquall Ancient,['U'],['U'],7.0,8382.0,['Flying'],6,['Leviathan'],"Flying
At the beginning of your upkeep, you get {E}{E}{E} (three energy counters).
Pay {E}{E}{E}{E}{E}{E}{E}{E}: Return all other creatures to their owners' hands. Activate only as a sorcery.",['Creature']
Aetherstorm Roc,['W'],['W'],4.0,12518.0,['Flying'],3,['Bird'],"Flying
Whenever Aetherstorm Roc or another creature enters the battlefield under your control, you get {E} (an energy counter).
Whenever Aetherstorm Roc attacks, you may pay {E}{E}. If you do, put a +1/+1 counter on it and tap up to one target creature defending player controls.",['Creature']
Aetherstream Leopard,['G'],['G'],3.0,18493.0,['Trample'],2,['Cat'],"Trample
When Aetherstream Leopard enters the battlefield, you get {E} (an energy counter).
Whenever Aetherstream Leopard attacks, you may pay {E}. If you do, it gets +2/+0 until end of turn.",['Creature']
Aethertide Whale,['U'],['U'],6.0,12079.0,['Flying'],6,['Whale'],"Flying
When Aethertide Whale enters the battlefield, you get {E}{E}{E}{E}{E}{E} (six energy counters).
Pay {E}{E}{E}{E}: Return Aethertide Whale to its owner's hand.",['Creature']
Aethertorch Renegade,['R'],['R'],3.0,15506.0,nan,1,"['Human', 'Rogue']","When Aethertorch Renegade enters the battlefield, you get {E}{E}{E}{E} (four energy counters).
{T}, Pay {E}{E}: Aethertorch Renegade deals 1 damage to target creature.
{T}, Pay {E}{E}{E}{E}{E}{E}{E}{E}: Aethertorch Renegade deals 6 damage to target player or planeswalker.",['Creature']
Aethertow,"['U', 'W']","['U', 'W']",4.0,20873.0,['Conspire'],,[],"Put target attacking or blocking creature on top of its owner's library.
Conspire (As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it and you may choose a new target for the copy.)",['Instant']
Aetherwind Basker,['G'],['G'],7.0,10966.0,['Trample'],7,['Lizard'],"Trample
Whenever Aetherwind Basker enters the battlefield or attacks, you get {E} (an energy counter) for each creature you control.
Pay {E}: Aetherwind Basker gets +1/+1 until end of turn.",['Creature']
Aetherworks Marvel,[],[],4.0,5778.0,nan,,[],"Whenever a permanent you control is put into a graveyard, you get {E} (an energy counter).
{T}, Pay {E}{E}{E}{E}{E}{E}: Look at the top six cards of your library. You may cast a spell from among them without paying its mana cost. Put the rest on the bottom of your library in a random order.",['Artifact']
Afflict,['B'],['B'],3.0,16690.0,nan,,[],"Target creature gets -1/-1 until end of turn.
Draw a card.",['Instant']
Afflicted Deserter // Werewolf Ransacker,['R'],['R'],4.0,7186.0,['Transform'],5,['Werewolf'],"Whenever this creature transforms into Werewolf Ransacker, you may destroy target artifact. If that artifact is put into a graveyard this way, Werewolf Ransacker deals 3 damage to that artifact's controller.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Werewolf Ransacker.",['Creature']
Afiya Grove,['G'],['G'],2.0,18303.0,nan,,[],"Afiya Grove enters the battlefield with three +1/+1 counters on it.
At the beginning of your upkeep, move a +1/+1 counter from Afiya Grove onto target creature.
When Afiya Grove has no +1/+1 counters on it, sacrifice it.",['Enchantment']
Afterlife,['W'],['W'],3.0,10859.0,nan,,[],Destroy target creature. It can't be regenerated. Its controller creates a 1/1 white Spirit creature token with flying.,['Instant']
Agadeem Occultist,['B'],['B'],3.0,10690.0,nan,0,"['Human', 'Shaman', 'Ally']",{T}: Put target creature card from an opponent's graveyard onto the battlefield under your control if its mana value is less than or equal to the number of Allies you control.,['Creature']
"Agadeem's Awakening // Agadeem, the Undercrypt",['B'],['B'],3.0,595.0,nan,,[],Return from your graveyard to the battlefield any number of target creature cards that each have a different mana value X or less.,['Sorcery']
Ageless Sentinels,['W'],['W'],4.0,20427.0,"['Defender', 'Flying']",4,['Wall'],"Defender (This creature can't attack.)
Flying
When Ageless Sentinels blocks, it becomes a Bird Giant, and it loses defender. (It's no longer a Wall. This effect lasts indefinitely.)",['Creature']
Agent of Erebos,['B'],['B'],4.0,3964.0,['Constellation'],2,['Zombie'],"Constellation — Whenever Agent of Erebos or another enchantment enters the battlefield under your control, exile target player's graveyard.","['Enchantment', 'Creature']"
Agent of Horizons,"['G', 'U']",['G'],3.0,22570.0,nan,3,"['Human', 'Rogue']",{2}{U}: Agent of Horizons can't be blocked this turn.,['Creature']
Agent of Masks,"['B', 'W']","['B', 'W']",5.0,10417.0,nan,2,"['Human', 'Advisor']","At the beginning of your upkeep, each opponent loses 1 life. You gain life equal to the life lost this way.",['Creature']
Agent of Shauku,['B'],['B'],2.0,22114.0,nan,1,"['Human', 'Mercenary']","{1}{B}, Sacrifice a land: Target creature gets +2/+0 until end of turn.",['Creature']
Agent of Treachery,['U'],['U'],7.0,899.0,nan,2,"['Human', 'Rogue']","When Agent of Treachery enters the battlefield, gain control of target permanent.
At the beginning of your end step, if you control three or more permanents you don't own, draw three cards.",['Creature']
Agent of the Fates,['B'],['B'],3.0,9574.0,"['Deathtouch', 'Heroic']",3,"['Human', 'Assassin']","Deathtouch
Heroic — Whenever you cast a spell that targets Agent of the Fates, each opponent sacrifices a creature.",['Creature']
Aggravate,['R'],['R'],5.0,18340.0,nan,,[],Aggravate deals 1 damage to each creature target player controls. Each creature dealt damage this way attacks this turn if able.,['Instant']
Aggressive Mammoth,['G'],['G'],6.0,4422.0,['Trample'],8,['Elephant'],"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other creatures you control have trample.",['Creature']
Aggressive Mining,['R'],['R'],4.0,6745.0,nan,,[],"You can't play lands.
Sacrifice a land: Draw two cards. Activate only once each turn.",['Enchantment']
Aggressive Urge,['G'],['G'],2.0,10718.0,nan,,[],"Target creature gets +1/+1 until end of turn.
Draw a card.",['Instant']
Agility,['R'],['R'],2.0,18895.0,['Enchant'],,['Aura'],"Enchant creature
Enchanted creature gets +1/+1 and has flanking. (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",['Enchantment']
Agitator Ant,['R'],['R'],3.0,2554.0,['Goad'],2,['Insect'],"At the beginning of your end step, each player may put two +1/+1 counters on a creature they control. Goad each creature that had counters put on it this way. (Until your next turn, those creatures attack each combat if able and attack a player other than you if able.)",['Creature']
Agonizing Demise,"['B', 'R']",['B'],4.0,18032.0,['Kicker'],,[],"Kicker {1}{R} (You may pay an additional {1}{R} as you cast this spell.)
Destroy target nonblack creature. It can't be regenerated. If this spell was kicked, Agonizing Demise deals damage equal to that creature's power to the creature's controller.",['Instant']
Agonizing Memories,['B'],['B'],4.0,21146.0,nan,,[],Look at target player's hand and choose two cards from it. Put them on top of that player's library in any order.,['Sorcery']
Agony Warp,"['B', 'U']","['B', 'U']",2.0,15803.0,nan,,[],"Target creature gets -3/-0 until end of turn.
Target creature gets -0/-3 until end of turn.",['Instant']
Agoraphobia,['U'],['U'],2.0,19376.0,['Enchant'],,['Aura'],"Enchant creature
Enchanted creature gets -5/-0.
{2}{U}: Return Agoraphobia to its owner's hand.",['Enchantment']
Ahn-Crop Champion,"['G', 'W']","['G', 'W']",4.0,14893.0,['Exert'],4,"['Human', 'Warrior']","You may exert Ahn-Crop Champion as it attacks. When you do, untap all other creatures you control. (An exerted creature won't untap during your next untap step.)",['Creature']
Ahn-Crop Crasher,['R'],['R'],3.0,10056.0,"['Exert', 'Haste']",3,"['Minotaur', 'Warrior']","Haste
You may exert Ahn-Crop Crasher as it attacks. When you do, target creature can't block this turn. (An exerted creature won't untap during your next untap step.)",['Creature']
Ahn-Crop Invader,['R'],['R'],3.0,15281.0,nan,2,"['Zombie', 'Minotaur', 'Warrior']","As long as it's your turn, Ahn-Crop Invader has first strike.
{1}, Sacrifice another creature: Ahn-Crop Invader gets +2/+0 until end of turn.",['Creature']
Aid from the Cowl,['G'],['G'],5.0,6280.0,['Revolt'],,[],"Revolt — At the beginning of your end step, if a permanent you controlled left the battlefield this turn, reveal the top card of your library. If it's a permanent card, you may put it onto the battlefield. Otherwise, you may put it on the bottom of your library.",['Enchantment']
Aim High,['G'],['G'],2.0,12419.0,nan,,[],Untap target creature. It gets +2/+2 and gains reach until end of turn. (It can block creatures with flying.),['Instant']
Ainok Artillerist,['G'],['G'],3.0,19542.0,nan,4,"['Dog', 'Archer']",Ainok Artillerist has reach as long as it has a +1/+1 counter on it. (It can block creatures with flying.),['Creature']
Ainok Guide,['G'],['G'],2.0,12960.0,nan,1,"['Dog', 'Scout']","When Ainok Guide enters the battlefield, choose one —
• Put a +1/+1 counter on Ainok Guide.
• Search your library for a basic land card, reveal it, then shuffle and put that card on top.",['Creature']
Ainok Survivalist,['G'],['G'],2.0,4416.0,['Megamorph'],2,"['Dog', 'Shaman']","Megamorph {1}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)
When Ainok Survivalist is turned face up, destroy target artifact or enchantment an opponent controls.",['Creature']
Ainok Tracker,['R'],['R'],6.0,22731.0,"['First strike', 'Morph']",3,"['Dog', 'Scout']","First strike
Morph {4}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",['Creature']
Airborne Aid,['U'],['U'],4.0,10022.0,nan,,[],Draw a card for each Bird on the battlefield.,['Sorcery']
Airdrop Aeronauts,['W'],['W'],5.0,19616.0,"['Flying', 'Revolt']",4,"['Dwarf', 'Scout']","Flying
Revolt — When Airdrop Aeronauts enters the battlefield, if a permanent you controlled left the battlefield this turn, you gain 5 life.",['Creature']
Airdrop Condor,['R'],['R'],5.0,22115.0,['Flying'],2,['Bird'],"Flying
{1}{R}, Sacrifice a Goblin creature: Airdrop Condor deals damage equal to the sacrificed creature's power to any target.",['Creature']
Ajani Goldmane,['W'],['W'],4.0,7148.0,nan,,['Ajani'],"[+1]: You gain 2 life.
[−1]: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn.
[−6]: Create a white Avatar creature token. It has ""This creature's power and toughness are each equal to your life total.""",['Planeswalker']
Ajani Steadfast,['W'],['W'],4.0,4072.0,nan,,['Ajani'],"[+1]: Until end of turn, up to one target creature gets +1/+1 and gains first strike, vigilance, and lifelink.
[−2]: Put a +1/+1 counter on each creature you control and a loyalty counter on each other planeswalker you control.
[−7]: You get an emblem with ""If a source would deal damage to you or a planeswalker you control, prevent all but 1 of that damage.""",['Planeswalker']
Ajani Unyielding,"['G', 'W']","['G', 'W']",6.0,4138.0,nan,,['Ajani'],"[+2]: Reveal the top three cards of your library. Put all nonland permanent cards revealed this way into your hand and the rest on the bottom of your library in any order.
[−2]: Exile target creature. Its controller gains life equal to its power.
[−9]: Put five +1/+1 counters on each creature you control and five loyalty counters on each other planeswalker you control.",['Planeswalker']
Ajani Vengeant,"['R', 'W']","['R', 'W']",4.0,8740.0,nan,,['Ajani'],"[+1]: Target permanent doesn't untap during its controller's next untap step.
[−2]: Ajani Vengeant deals 3 damage to any target and you gain 3 life.
[−7]: Destroy all lands target player controls.",['Planeswalker']
Ajani's Aid,"['G', 'W']","['G', 'W']",4.0,17981.0,nan,,[],"When Ajani's Aid enters the battlefield, you may search your library and/or graveyard for a card named Ajani, Valiant Protector, reveal it, and put it into your hand. If you search your library this way, shuffle.
Sacrifice Ajani's Aid: Prevent all combat damage a creature of your choice would deal this turn.",['Enchantment']
Ajani's Comrade,['G'],['G'],2.0,19129.0,['Trample'],2,"['Elf', 'Soldier']","Trample
At the beginning of combat on your turn, if you control an Ajani planeswalker, put a +1/+1 counter on Ajani's Comrade.",['Creature']
Ajani's Influence,['W'],['W'],4.0,13909.0,nan,,[],"Put two +1/+1 counters on target creature.
Look at the top five cards of your library. You may reveal a white card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",['Sorcery']
